51,39,13,22,92,-50
10,71,5,36,136,43
10,65,26,31,137,112
170,71,23,38,101,-86
43,33,11,22,119,148
55,79,24,20,140,-50
134,53,11,32,109,187
113,40,2,27,128,-117
16,18,10,30,95,47
59,87,4,29,107,147
109,30,3,32,126,90
6,61,4,36,138,-143
156,71,22,21,140,165
84,67,29,35,118,155
74,42,17,26,103,121
40,75,10,23,137,-44
52,5,5,21,86,-84
36,78,1,28,124,111
136,82,22,29,80,100
17,3,13,25,125,-41
29,75,30,39,112,53
43,48,2,37,118,164
137,51,3,40,135,152
68,25,28,29,122,127
86,40,27,32,118,-77
151,52,24,22,135,-191
23,58,21,27,113,-32
178,63,21,32,86,140
69,18,19,23,80,143
47,70,12,26,137,23
80,77,5,27,128,-181
148,30,30,36,116,-29
128,20,11,32,128,48
82,29,10,22,110,175
116,41,30,22,103,-97
44,47,30,25,81,142
140,19,3,28,84,109
143,90,16,36,96,109
166,70,15,34,93,-133
126,64,8,34,130,-107
130,30,1,40,114,127
135,40,2,25,135,-54
65,33,3,39,130,28
117,13,10,28,109,-69
69,27,29,29,87,-88
52,37,30,35,118,-155
62,52,3,26,110,-130
75,12,6,33,124,-114
43,45,16,34,93,1
141,46,8,33,80,-175
180,43,17,30,87,-18
158,40,14,37,107,-117
150,72,26,24,88,-28
31,24,30,20,104,29
45,39,11,25,118,-55
84,15,11,34,95,-50
70,90,7,20,137,-64
120,68,13,32,84,193
67,67,25,39,122,90
108,45,19,39,131,-197
19,75,22,35,134,86
135,54,19,27,110,-130
50,14,27,29,86,58
111,25,25,26,115,-27
66,32,11,20,129,-167
52,66,3,34,101,-166
69,59,16,36,127,146
115,73,17,32,139,-102
151,8,24,31,122,37
41,46,15,31,92,180
128,23,6,27,111,2
9,15,6,37,93,-115
158,71,18,37,115,-97
97,82,18,27,95,-11
135,18,21,21,133,-171
33,15,25,35,94,-62
112,58,21,25,98,-139
165,69,22,29,140,-184
1,40,26,37,117,-120
154,34,16,27,128,-87
86,34,11,27,107,26
17,14,23,36,126,-7
42,66,2,37,110,-85
0,41,15,31,109,-21
135,78,30,24,129,7
14,56,26,26,108,-16
1,84,16,31,118,-2
62,62,3,29,93,175
95,37,18,20,115,-139
153,34,18,36,101,-197
47,8,29,23,125,-130
11,8,25,37,114,99
113,74,4,26,123,65
0,29,16,37,90,-132
102,15,14,25,114,123
180,31,4,38,125,-72
168,30,10,40,103,-83
69,33,3,29,102,-94
91,71,14,39,103,-197
112,58,30,36,100,112
92,66,8,37,138,77
69,58,3,27,80,-27
96,17,13,33,127,-163
74,85,6,34,87,78
4,81,23,40,107,-167
160,13,8,25,98,-63
53,14,18,26,81,43
76,29,27,21,140,-117
8,44,8,40,126,-173
72,5,15,30,96,173
9,61,22,39,114,-13
176,25,6,32,109,169
117,81,24,40,87,146
111,35,10,35,131,-23
4,28,2,30,118,158
15,83,25,40,112,-13
31,89,6,20,112,37
11,26,15,27,136,-182
119,64,1,38,90,-175
68,49,8,23,107,187
104,21,2,32,90,-52
115,70,17,27,106,-60
118,19,5,24,87,75
165,68,29,22,113,29
37,6,8,27,107,58
32,26,16,39,139,-163
169,11,27,31,119,-10
150,3,24,34,105,191
63,18,14,28,89,-108
112,31,1,39,90,-109
3,27,1,31,86,161
89,24,2,23,108,-31
164,71,14,37,100,-16
27,21,3,40,89,-137
147,22,17,37,85,-62
114,28,25,28,117,80
97,39,29,27,107,-138
38,43,15,37,113,-120
173,9,22,22,113,-40
158,68,23,26,91,-27
144,7,19,21,100,-25
64,53,19,39,85,194
149,58,8,39,108,-51
131,0,30,21,91,163
122,36,21,21,101,66
161,73,9,36,104,-50
20,61,16,33,113,86
14,63,3,37,99,-166
175,43,11,31,131,45
81,74,19,25,137,37
129,69,30,30,89,64
51,7,30,38,119,-139
78,69,11,23,90,44
146,17,15,39,132,183
101,75,26,28,100,13
146,23,14,23,100,11
127,86,28,25,136,-157
29,74,27,26,124,154
148,23,19,35,103,47
137,65,27,28,139,197
84,6,5,30,121,-55
91,10,18,37,116,-176
19,45,10,36,117,75
38,55,3,34,121,118
68,25,22,37,117,136
82,38,20,32,131,91
143,13,23,39,130,165
156,60,6,20,81,83
25,44,12,22,110,9
62,6,12,36,130,-24
29,86,21,23,129,174
177,10,6,36,115,-1
174,74,4,37,84,39
97,64,9,22,133,97
29,38,9,40,96,29
77,53,3,33,123,136
14,78,27,24,99,-150
11,12,3,25,106,137
51,57,1,27,131,-49
9,1,9,22,89,66
74,36,21,30,123,-99
107,19,7,36,111,86
55,70,29,24,121,-18
153,6,17,27,94,78
117,76,25,29,81,-59
146,54,10,22,130,46
119,30,23,27,140,99
136,80,11,36,101,-46
164,42,26,20,111,5
10,55,15,24,123,157
152,3,2,35,134,-125
72,67,23,27,93,33
41,1,19,28,137,146
123,0,5,35,126,128
65,11,14,22,107,-144
130,38,10,38,117,40
116,89,3,35,99,-146
169,64,11,27,100,-10
126,85,25,26,115,-166
160,29,4,35,125,67
122,1,9,40,110,-49
144,72,18,26,101,91
22,6,2,36,131,100
1,70,23,30,110,160
126,86,13,20,106,36
62,77,17,28,131,154
50,21,18,33,104,178
113,58,22,35,113,7
72,75,20,24,97,-82
75,57,29,28,82,116
64,70,7,27,112,17
108,66,26,35,98,103
54,55,20,39,87,-12
165,84,26,40,134,-53
107,8,27,28,103,119
159,4,25,31,131,-60
176,23,2,35,98,46
3,36,7,28,92,43
64,73,16,22,113,-167
102,80,29,25,115,180
126,15,19,23,96,194
21,74,1,30,93,118
164,68,15,32,134,80
132,72,1,23,107,192
27,35,9,34,105,-133
122,90,18,21,140,107
132,7,7,36,95,-37
11,66,27,36,109,97
82,12,13,31,126,174
119,66,29,33,104,-181
89,88,26,30,80,69
18,87,7,24,138,-148
31,88,15,39,100,-126
86,40,28,20,106,128
31,0,23,32,112,-159
76,64,6,33,119,156
90,71,15,21,89,157
80,14,14,25,83,-88
85,27,25,36,84,110
38,63,10,28,90,-88
56,47,1,30,80,35
72,26,16,20,104,-97
103,83,8,33,104,195
166,20,11,22,136,5
99,3,23,29,108,24
134,70,9,40,134,-161
149,64,4,26,138,28
139,1,29,37,108,-164
61,29,3,26,98,-115
56,72,14,24,121,-133
95,76,14,33,89,42
3,51,17,40,98,-52
95,67,12,27,135,-103
30,33,18,33,82,-193
56,35,18,20,113,-100
14,47,1,27,128,-37
106,37,25,40,122,-24
75,69,21,34,113,-153
139,35,12,29,86,158
0,6,15,20,135,85
5,65,7,26,138,-133
62,78,1,30,101,187
163,87,10,30,101,140
73,84,6,33,133,-52
114,12,11,33,89,-109
118,0,30,39,103,-41
62,74,19,33,136,156
0,17,13,36,103,101
163,23,6,34,108,91
120,54,26,20,106,199
9,60,10,24,94,-182
178,5,25,37,97,140
71,42,23,39,85,-128
26,25,25,33,137,112
13,1,16,26,107,192
27,71,6,23,81,-77
107,80,19,30,129,-1
81,90,2,24,85,53
35,73,24,33,95,108
98,42,21,32,125,-15
152,19,24,35,135,-95
4,36,22,40,84,112
3,31,25,28,92,116
167,35,15,40,96,-189
73,32,1,36,112,-172
128,17,29,27,102,-24
155,22,27,24,88,-19
152,75,20,36,140,130
152,44,24,21,118,11
155,47,22,30,137,-20
118,38,27,29,88,148
156,25,20,22,135,144
148,6,19,34,121,138
45,88,21,31,87,146
78,63,14,38,121,-87
178,3,9,22,136,193
99,8,24,35,128,91
66,45,13,32,84,65
179,25,25,28,139,-158
101,43,21,24,140,-123
159,53,13,27,119,-154
50,50,23,34,120,-56
31,25,11,33,126,22
168,69,15,22,110,130
96,86,9,27,84,57
155,50,13,21,112,-140
150,84,4,31,133,-63
135,53,3,23,100,11
101,2,27,34,83,-21
92,37,18,40,110,158
1,35,4,29,87,33
111,10,24,32,109,94
120,11,5,31,131,-174
88,65,9,38,95,47
14,18,23,33,134,132
45,28,30,21,108,-28
113,6,14,37,122,97
105,10,22,24,119,124
99,25,26,34,107,-89
69,50,22,24,140,29
60,29,22,31,90,-15
144,90,24,20,135,29
152,48,4,31,83,100
94,47,22,22,95,-53
52,59,16,35,99,6
69,81,21,34,113,-127
135,48,19,32,91,125
125,89,9,40,135,23
162,49,5,20,87,-142
69,24,11,35,97,-79
99,44,5,28,87,97
78,44,28,36,123,39
160,28,2,27,126,-161
6,68,14,32,135,32
74,23,29,33,123,-158
106,77,9,38,103,-32
83,19,9,33,93,82
167,87,17,32,109,164
22,12,10,34,84,30
176,79,24,30,125,1
91,80,27,21,131,-45
83,25,18,37,110,-195
12,60,22,29,99,177
12,70,4,23,139,137
43,57,15,35,132,160
91,45,5,29,91,77
60,49,9,36,98,171
108,87,18,24,111,-63
155,26,18,21,138,-8
26,66,16,31,124,132
20,18,25,36,134,42
70,87,20,30,85,-66
15,60,20,38,135,-65
84,25,25,40,115,-19
19,41,4,39,132,45
50,38,19,23,130,-179
66,86,7,35,125,-25
126,17,8,40,127,193
177,87,28,20,87,-148
67,62,2,40,106,61
45,60,1,33,92,-82
9,24,23,24,86,-71
70,52,27,28,97,75
21,25,28,21,117,29
90,81,12,33,94,78
119,59,29,37,118,32
60,26,29,33,123,-45
12,14,17,22,102,147
133,56,17,36,127,-80
151,77,23,40,109,141
1,75,20,37,101,31
86,10,13,32,121,134
20,50,6,35,94,-33
146,65,9,29,110,-93
5,57,17,30,85,-151
12,7,22,31,140,29
154,89,24,34,134,-115
110,87,17,22,118,-98
71,59,14,28,105,-19
142,32,11,20,81,-158
21,75,4,33,83,35
165,38,21,31,102,16
123,50,29,20,87,-169
27,58,8,23,95,-151
111,29,27,39,135,42
117,8,10,40,104,-151
43,56,3,20,136,79
3,81,2,38,98,-32
170,24,5,21,106,194
66,60,2,25,111,-176
159,25,28,37,101,36
111,73,9,26,130,54
70,82,14,36,94,-107
119,89,6,36,98,39
70,43,21,39,129,-76
128,86,20,32,92,-6
123,66,19,29,87,141
38,74,15,34,122,156
163,16,23,25,121,135
42,58,22,25,117,177
167,51,13,21,100,-87
31,4,4,39,117,-56
110,14,20,29,137,141
114,24,18,39,128,42
56,16,9,35,116,-36
76,24,20,28,113,-122
111,75,22,31,111,-97
85,67,12,22,106,179
121,77,3,33,137,-193
115,56,24,40,97,15
167,70,27,21,90,123
17,64,9,21,122,25
173,37,4,21,122,-197
86,88,6,25,113,198
146,77,6,25,109,32
41,21,10,30,93,-164
27,80,4,23,87,8
22,61,20,38,138,-130
36,42,6,29,109,138
13,40,23,20,106,148
106,16,20,26,125,126
71,36,18,20,87,-55
67,2,21,20,108,-188
72,9,6,40,87,13
17,51,5,39,104,91
92,77,24,26,138,-130
128,79,13,40,89,173
127,43,23,24,137,-155
178,58,23,23,87,128
40,3,11,26,107,-115
102,41,24,23,129,-158
72,43,7,33,106,-21
168,60,29,27,86,-174
27,90,18,25,101,-8
120,58,15,20,120,-124
116,17,11,24,98,81
28,17,28,20,111,141
28,13,17,31,131,76
130,45,23,39,102,6
25,27,2,39,131,-89
88,45,16,23,122,97
0,64,25,20,106,130
117,57,23,38,82,32
155,65,5,27,136,71
165,54,4,25,102,-84
53,34,22,35,81,31
52,46,25,20,121,-172
97,40,1,35,111,-20
68,5,7,20,86,-10
8,34,30,23,99,4
141,49,30,20,100,-173
75,82,9,34,114,132
92,55,22,23,136,74
131,89,13,31,139,8
102,21,29,23,112,2
112,21,19,27,102,88
68,0,12,30,111,-21
135,49,14,23,136,-12
82,68,2,25,132,-102
180,55,16,32,85,59
118,64,5,37,103,-101
150,11,4,33,137,55
119,57,1,37,136,151
135,18,23,32,118,-186
83,80,15,22,118,-100
36,30,29,36,100,-173
150,65,19,33,80,-10
74,73,5,21,136,58
6,8,19,32,120,-198
44,10,5,21,119,-40
29,50,26,33,119,199
133,11,19,27,132,74
91,26,20,35,134,38
12,50,20,27,93,-23
33,32,25,23,135,172
34,83,4,22,102,-84
127,0,1,40,88,25
65,56,30,29,130,-188
24,16,22,25,96,102
43,79,3,40,135,8
150,16,15,38,98,147
157,33,7,22,127,93
119,25,3,28,89,69
50,60,21,39,109,-148
168,82,30,26,135,-196
5,75,30,30,140,-18
136,58,25,21,125,-81
79,80,6,37,108,-69
157,17,20,34,87,-8
46,32,23,39,120,158
82,68,23,27,96,130
55,84,10,23,106,74
112,53,12,21,94,130
71,85,30,28,81,111
115,34,19,27,85,53
109,69,27,23,116,-69
117,12,9,38,137,29
102,74,25,39,128,-144
1,38,25,27,112,-157
29,4,20,33,105,-77
52,50,7,27,84,-31
23,44,12,28,139,103
3,13,17,32,105,-19
24,15,22,35,113,165
10,15,29,30,108,-114
62,73,10,34,87,15
41,37,7,30,114,50
16,31,9,24,136,161
160,6,7,21,137,46
5,10,12,31,93,-109
165,69,17,26,133,-64
166,27,29,26,93,-93
43,61,8,33,121,132
156,30,18,35,104,-180
16,29,22,39,110,111
30,22,13,32,86,150
44,79,6,34,85,-110
56,20,21,40,116,64
159,49,20,30,81,197
162,67,7,30,124,-165
64,7,25,28,137,-114
126,72,1,20,109,-20
164,57,21,24,130,89
36,43,12,29,111,7
130,40,25,23,132,-37
84,27,28,34,111,-51
60,1,2,34,128,67
147,30,1,21,104,-5
149,57,10,31,80,-97
161,51,16,28,89,-161
48,86,22,37,106,117
98,1,15,21,122,53
80,36,6,33,95,-61
49,30,24,36,139,-7
102,86,16,20,92,86
52,9,17,32,115,-110
77,24,17,21,131,4
130,83,6,34,87,100
137,7,15,39,135,42
37,15,11,34,93,-192
79,88,29,27,83,25
164,49,16,38,90,-90
22,3,1,33,136,111
80,4,11,39,94,-76
80,79,4,32,125,-179
53,62,10,20,106,-136
146,20,12,40,102,-4
61,1,4,32,119,113
34,14,21,36,105,-170
47,30,25,31,125,151
154,40,30,27,122,176
92,16,4,25,139,-31
9,66,21,24,137,-138
66,62,2,26,104,-148
10,46,6,38,114,72
134,23,7,29,125,176
139,12,28,40,131,-145
69,79,11,36,125,-7
114,69,30,32,104,-70
150,71,21,29,95,-192
136,52,21,25,90,128
91,2,8,23,128,-34
117,3,25,30,137,72
103,44,24,30,129,-22
112,46,27,39,101,18
73,57,14,34,133,-41
70,42,22,37,115,-138
144,67,20,38,101,15
128,54,12,39,107,-95
104,7,24,31,100,-14
148,15,27,22,128,-60
144,77,16,30,105,143
53,85,21,24,88,-155
155,77,18,34,108,-58
28,65,20,38,138,113
5,1,14,35,111,-139
153,63,4,34,113,8
131,31,13,20,124,-193
63,18,19,32,136,-73
17,48,1,23,84,-130
116,18,19,35,106,91
104,8,12,38,102,-186
96,1,30,40,95,-102
33,22,12,34,106,40
34,16,12,39,110,-89
49,50,28,29,139,78
17,25,21,22,107,-130
117,29,20,36,121,-87
114,36,27,35,140,152
18,27,22,39,132,38
108,18,24,25,85,25
95,21,11,40,86,70
108,79,12,23,134,-69
150,90,21,37,134,71
72,50,28,32,127,-101
114,73,26,38,120,-86
25,7,10,29,113,142
145,37,17,38,122,-194
34,32,3,22,101,-180
151,22,27,25,100,13
171,86,7,21,129,112
163,62,4,21,113,44
52,74,7,32,85,174
166,42,30,36,129,185
42,3,15,24,136,97
86,9,3,29,139,190
9,52,11,26,99,35
53,15,21,39,86,-161
84,32,7,36,133,111
2,87,5,39,86,199
100,28,28,25,84,0
31,15,17,30,93,29
101,65,30,21,84,60
46,28,23,40,91,75
50,43,1,26,103,87
178,24,11,28,120,-153
28,60,2,20,88,-125
138,86,28,37,107,134
135,35,17,20,113,-8
44,45,29,34,136,-98
168,75,22,31,138,100
13,3,5,32,138,152
65,41,24,21,84,-131
72,88,16,32,119,29
143,7,11,23,98,-140
168,39,1,33,127,131
75,20,22,33,88,-100
45,64,30,38,133,100
56,18,27,40,138,-173
29,61,7,24,97,10
35,42,7,31,87,25
75,41,20,31,117,-10
25,80,30,27,112,90
171,56,2,34,129,200
79,32,24,29,103,-158
66,17,2,37,85,-106
127,38,10,25,80,-63
108,42,13,24,140,-81
82,83,3,35,134,162
144,37,19,37,115,-143
102,46,10,34,136,18
161,72,4,24,135,-176
140,0,29,27,129,-136
49,33,23,36,111,61
36,83,28,20,80,158
180,0,8,20,115,195
20,29,18,31,102,-109
57,65,30,24,132,-21
148,6,12,31,106,43
41,84,23,20,112,-160
67,52,18,39,96,-94
5,86,1,31,93,123
15,69,14,39,122,15
131,66,3,34,99,171
114,50,10,22,129,152
144,84,6,34,86,-101
68,2,10,25,105,-195
154,21,15,30,132,121
10,40,6,36,140,-131
95,76,6,34,80,-85
147,87,22,27,109,-162
140,11,18,40,92,196
82,58,1,20,90,50
171,79,10,21,111,-9
152,86,27,30,138,-155
99,4,27,28,95,163
87,77,2,22,117,-25
48,85,18,21,98,-130
119,54,23,40,83,-185
64,3,15,37,104,-107
54,79,4,24,102,197
7,60,5,22,129,-9
95,9,14,20,115,-146
21,71,1,28,116,188
49,9,18,24,111,-153
150,14,7,27,135,139
68,28,9,26,135,-95
128,42,1,29,139,-11
128,25,18,22,90,-185
23,1,24,30,87,48
118,28,17,27,114,-81
101,85,18,28,135,-152
22,44,11,37,112,-19
131,25,15,39,81,23
158,29,7,33,124,167
96,74,27,30,103,121
24,44,30,37,123,-109
1,11,17,40,122,-35
40,36,3,26,121,113
115,3,15,25,90,-49
19,6,21,33,121,-185
134,2,4,33,122,-154
27,62,7,40,109,-141
102,86,15,34,102,115
176,46,16,21,130,70
120,6,4,27,106,-44
39,57,14,32,127,-148
24,39,7,23,107,-50
102,70,11,36,92,196
142,69,20,35,134,17
54,57,24,23,105,-43
43,85,24,29,122,-10
158,6,4,40,110,-47
78,10,10,32,84,-169
67,1,24,34,91,-167
54,80,8,33,89,4
175,38,26,34,107,5
17,44,28,20,99,35
176,48,13,39,98,47
160,47,19,27,136,-193
22,9,18,25,110,196
7,23,6,30,101,-122
35,86,29,32,133,-74
148,38,10,22,138,21
86,6,14,33,103,36
156,14,13,22,83,-45
168,33,9,38,101,-190
18,29,16,20,85,48
120,81,6,30,116,-19
66,69,3,21,129,117
42,54,23,35,137,73
117,66,14,33,125,31
91,34,12,36,114,4
52,44,9,31,101,-14
91,80,30,39,106,-103
125,76,7,25,115,137
150,82,3,32,121,182
93,80,18,31,104,192
128,90,28,32,88,-117
168,55,30,27,131,-144
141,75,23,28,120,-160
119,26,22,39,130,-92
75,37,15,20,128,146
173,59,14,20,109,-15
38,20,24,37,123,-42
123,84,30,20,130,146
141,48,3,27,96,57
65,51,30,28,116,-149
91,72,27,26,100,53
53,46,21,31,92,-176
10,64,7,33,100,-177
46,50,11,20,120,27
124,12,4,24,103,-169
171,20,27,37,127,47
90,13,1,24,101,76
142,4,19,23,135,-4
48,45,20,34,87,31
15,21,28,38,115,-41
153,83,21,34,120,130
1,90,20,29,115,-71
47,5,20,37,89,19
93,39,27,36,100,-76
0,73,5,39,138,-109
90,90,15,29,135,115
168,46,18,21,82,-51
168,16,3,29,137,42
163,58,11,33,128,-190
150,80,11,32,124,8
90,86,1,21,139,117
57,62,5,37,107,184
66,65,15,39,87,31
130,0,9,25,86,8
15,50,21,33,88,52
19,33,3,38,97,-13
34,59,8,32,105,14
145,83,11,26,123,-176
75,81,19,22,118,172
34,83,17,33,102,178
90,65,6,40,132,122
162,67,28,26,129,189
18,8,30,26,105,-72
65,34,13,35,121,-60
53,82,15,33,102,-181
152,24,12,39,105,14
125,66,19,28,136,72
126,3,3,20,85,21
150,68,9,30,135,-122
139,57,26,38,126,-188
99,72,17,40,124,32
68,33,29,38,86,36
24,26,29,38,121,193
152,55,1,34,89,-108
82,44,24,40,92,-12
109,16,22,40,80,136
23,19,27,25,81,-9
82,75,11,39,113,-165
63,13,6,23,131,70
129,68,17,34,133,-145
92,9,12,24,98,26
50,51,13,33,95,13
48,76,1,30,81,-16
148,35,22,24,135,-54
91,13,14,37,122,84
164,90,1,24,134,-177
48,66,4,36,90,-22
94,16,8,40,89,-85
0,53,24,27,101,25
160,1,8,34,99,189
105,46,14,20,99,-25
90,43,25,38,82,192
125,65,17,39,132,-41
168,70,29,36,123,19
118,35,11,37,130,91
139,86,18,30,127,162
89,88,12,26,105,80
16,71,24,37,121,-69
37,12,18,23,117,-156
81,3,16,24,110,158
26,18,28,34,130,13
88,56,5,23,83,-149
155,22,5,22,140,48
32,57,29,26,138,54
72,49,20,28,105,-6
169,3,11,20,129,-144
47,15,26,28,106,-165
155,69,7,25,88,-56
49,57,1,22,112,-12
99,43,19,37,90,43
23,41,4,33,105,45
16,46,13,38,102,-124
56,58,9,24,110,-118
159,17,12,20,130,-83
89,56,21,28,103,-47
119,56,15,30,83,134
66,30,14,35,135,-1
111,6,24,29,113,4
53,11,1,33,103,-157
96,88,29,35,109,162
25,64,25,28,123,-65
12,59,21,20,137,-67
173,45,13,35,121,132
76,82,21,33,113,92
156,83,19,27,93,-173
95,4,5,25,100,9
76,62,5,30,118,-141
9,79,26,34,101,-101
180,42,18,39,107,-180
28,45,1,32,87,29
81,20,5,29,107,36
0,0,0,0,0,0
30,31,20,32,80,182
51,62,13,24,101,172
23,48,4,32,87,-53
145,76,6,40,98,109
110,56,12,22,110,-19
24,51,16,35,101,38
0,16,16,26,122,108
77,6,15,23,138,2
86,71,9,35,107,-47
81,26,7,38,104,114
167,3,8,36,125,192
48,19,1,23,88,-194
140,28,4,25,130,-194
95,22,5,25,126,130
10,85,18,29,110,104
134,68,15,28,102,-34
59,44,6,27,93,-51
106,26,12,32,115,112
156,20,4,35,128,74
123,87,15,39,121,-55
100,39,13,38,83,-88
83,81,19,28,118,142
45,78,10,20,100,-35
120,26,12,36,136,-191
141,40,11,29,86,117
91,58,22,36,135,110
127,16,14,28,83,194
2,79,7,35,103,119
115,87,5,22,110,-149
178,55,2,36,103,-163
150,79,3,37,120,53
154,76,28,38,139,-80
44,36,30,29,137,190
0,74,20,40,134,-25
147,10,6,27,127,-166
74,81,11,34,134,-35
120,55,20,31,103,-131
101,57,12,20,107,-55
62,77,21,26,115,117
45,18,18,26,132,76
49,12,25,25,140,44
19,35,30,38,107,-34
98,75,23,28,121,30
165,58,3,39,125,38
179,21,11,21,91,-129
117,72,1,39,109,30
145,63,18,20,81,-164
157,47,15,40,81,-159
97,33,16,35,84,-10
32,85,8,36,100,46
50,13,12,22,100,136
110,25,30,36,114,159
10,2,17,23,121,-138
108,0,3,26,116,-155
115,20,27,26,86,86
68,14,8,33,82,-190
63,45,11,38,91,70
69,15,12,28,115,-174
172,20,10,27,130,137
89,61,4,25,137,123
177,84,19,40,91,-168
70,9,6,38,83,112
50,82,26,36,87,-186
167,64,13,20,127,158
149,11,13,29,118,87
169,36,10,26,116,-10
79,37,2,24,139,-104
38,8,15,39,131,156
9,6,16,26,112,144
